clstimestamp,frame_id,num_points,point_data
2026-02-13T16:51:22.741,832,5,"[{'x': -2.2798976187694233, 'y': 2.9986929047902686, 'z': 1.5388287132275402, 'v': -0.8524348366700347}, {'x': 3.1306254104291824, 'y': 4.797300455680812, 'z': -0.7673694563306235, 'v': -0.34897550406365374}, {'x': 4.792400472977734, 'y': 7.025322874920463, 'z': -1.7171216343245188, 'v': 0.4476449733586374}, {'x': 1.2455826666110106, 'y': 4.60395892735427, 'z': -0.12655734055862977, 'v': -0.2194156531906013}, {'x': 1.0257353281330381, 'y': 9.69055250348239, 'z': 0.2049068356129724, 'v': 0.40036487834910495}]"
2026-02-13T16:51:22.867,832,5,"[{'x': 1.9106504175133532, 'y': 5.985345949544491, 'z': -0.16435465448671582, 'v': 0.9735642932451196}, {'x': 4.781753174288179, 'y': 4.1248483256799595, 'z': 1.8974224094043892, 'v': 0.7322076653061154}, {'x': -1.2752733631337012, 'y': 0.7016882908753785, 'z': -0.4289996092103996, 'v': -0.7238655235677907}, {'x': 1.852853450037136, 'y': 0.6651590285194098, 'z': 0.00772538240337628, 'v': -0.7528185660471918}, {'x': -1.5557844542746535, 'y': 9.563879387090472, 'z': -0.5540174792166681, 'v': -0.5839394358837353}]"
2026-02-13T16:51:22.997,832,5,"[{'x': 3.9478802093647083, 'y': 9.152614375714093, 'z': 1.6559483507223263, 'v': 0.3529811062656887}, {'x': -1.6595182419274468, 'y': 1.163561236427234, 'z': 1.2275125464017123, 'v': -0.0548074481384595}, {'x': -2.486293297913412, 'y': 7.759366904835527, 'z': -1.9369163009873511, 'v': 0.11465614145103364}, {'x': -2.986538068191027, 'y': 6.946321113938662, 'z': 0.021027599557659205, 'v': -0.5113840055310768}, {'x': -1.602764694478621, 'y': 4.945026330613949, 'z': -1.0447106750087412, 'v': -0.9700689929443589}]"
2026-02-13T16:51:23.137,832,5,"[{'x': -3.3584788363067664, 'y': 7.105206871054285, 'z': 0.6732384086890812, 'v': 0.36400515829725744}, {'x': -2.099186283490516, 'y': 4.030910344912808, 'z': -1.562835793597407, 'v': -0.15587500630331874}, {'x': -1.711819779123359, 'y': 7.814803368702762, 'z': 0.6317111396422845, 'v': 0.6748894411241178}, {'x': 4.8344088408271, 'y': 7.0089841994631215, 'z': -1.9785792856513664, 'v': -0.8603912998249472}, {'x': -2.4419725934280976, 'y': 4.277424048914882, 'z': 0.8813861550949604, 'v': -0.3319258968634211}]"
2026-02-13T16:51:23.252,832,5,"[{'x': 3.888459918197446, 'y': 0.8969714834457443, 'z': -1.0924170088238898, 'v': -0.8526922047159002}, {'x': -4.252447258075554, 'y': 0.16406759009980676, 'z': -0.3341062749353534, 'v': 0.7709632470426802}, {'x': 1.0930195707456356, 'y': 1.872148666582718, 'z': -1.6392350867256873, 'v': -0.2889498136656583}, {'x': 2.0288126844407985, 'y': 0.06468601184936529, 'z': -1.7349511934049016, 'v': 0.4893247950381858}, {'x': -4.126094721608201, 'y': 5.389586882402541, 'z': -1.7345416133052547, 'v': -0.6563790437796915}]"
2026-02-13T16:51:23.365,832,5,"[{'x': -1.6869491215560894, 'y': 4.19226848456895, 'z': 1.401006383042847, 'v': 0.22666389308205992}, {'x': -3.5040442349051713, 'y': 1.6886797701140766, 'z': -0.6579335949200469, 'v': 0.8483483965079284}, {'x': -4.781068287314769, 'y': 1.2485254689961633, 'z': 0.58499395224431, 'v': -0.1550440344764339}, {'x': 2.449677276023257, 'y': 2.9319532464072875, 'z': -0.6366207448628907, 'v': -0.12467067650275498}, {'x': -2.0812297076135278, 'y': 9.521721407327327, 'z': -1.47197368353864, 'v': -0.4345199076788695}]"
2026-02-13T16:51:23.482,832,5,"[{'x': -1.000443904664782, 'y': 4.654596774293638, 'z': 1.6194371506381517, 'v': -0.3116571678807205}, {'x': -3.456634276554075, 'y': 1.5871672324872887, 'z': -1.3721751730848082, 'v': -0.13661123635570127}, {'x': 1.7011784980746913, 'y': 6.303887550759734, 'z': -1.1895767969911564, 'v': 0.14616180689371538}, {'x': -4.7976156477727825, 'y': 5.7299262537516835, 'z': 0.6900145437513614, 'v': 0.5662215337064085}, {'x': 1.295126878293134, 'y': 9.555108285476688, 'z': 0.13637738583466286, 'v': 0.8485832817493018}]"
2026-02-13T16:51:23.624,832,5,"[{'x': -0.47191210247309634, 'y': 1.2347391082714743, 'z': -1.9481747063088335, 'v': -0.6423441869280024}, {'x': 1.4329790681249852, 'y': 5.4457112302734325, 'z': -1.3540707042681475, 'v': 0.4118295138150945}, {'x': 3.874879753381345, 'y': 4.026721073078717, 'z': -1.1752027525774027, 'v': -0.9857926650878372}, {'x': -4.185301360570372, 'y': 3.0688731717248774, 'z': 1.9977250555836124, 'v': 0.704154498487447}, {'x': -4.570772942774899, 'y': 4.287766842267544, 'z': -1.6253095235080042, 'v': 0.9014262272962517}]"
2026-02-13T16:51:23.740,832,5,"[{'x': -2.94933180215994, 'y': 5.350713971274273, 'z': 0.7354003246275491, 'v': 0.3530638562813153}, {'x': -0.13591783965766702, 'y': 2.2534978365974636, 'z': 1.5741075832954303, 'v': -0.14428222619660858}, {'x': 0.2906935036376641, 'y': 7.762618314917048, 'z': -0.07238002931062493, 'v': 0.8833252921468788}, {'x': -3.828363330617025, 'y': 3.9304347748539814, 'z': 1.2209167224904678, 'v': 0.8890575987628928}, {'x': -4.504521996707113, 'y': 3.523175578821378, 'z': 0.7610526530567001, 'v': 0.4738211451590013}]"
2026-02-13T16:51:23.851,864,5,"[{'x': 2.540970944691666, 'y': 8.249863436546335, 'z': 1.4949443254041106, 'v': -0.6511661068164796}, {'x': -1.3034838980136723, 'y': 5.163873510476982, 'z': 1.3751534034814425, 'v': -0.41049850576562474}, {'x': 3.035142815720537, 'y': 7.145051474126434, 'z': -1.2931488366458406, 'v': 0.745891989592075}, {'x': 1.2979334282138097, 'y': 1.8501307835663805, 'z': 0.0906652934675356, 'v': -0.9047241321126929}, {'x': 1.2542047746097262, 'y': 9.62841639219158, 'z': -0.1505454398445436, 'v': -0.6748552207565783}]"
2026-02-13T16:51:23.961,928,5,"[{'x': 0.9685898463429297, 'y': 4.102801823437519, 'z': 1.549399642964306, 'v': -0.9211715565200689}, {'x': -1.3222339002073769, 'y': 5.807207013123272, 'z': -1.456326583405553, 'v': 0.9311856776767737}, {'x': 2.151375087701731, 'y': 4.9298215198946025, 'z': -0.34109007775985045, 'v': 0.9915983386759917}, {'x': -3.558088400928895, 'y': 2.6117738639298524, 'z': -1.4292440369951023, 'v': 0.278072237061036}, {'x': -4.663638493038733, 'y': 2.642726691327888, 'z': -1.9817262793146413, 'v': 0.9617228370770297}]"
2026-02-13T16:51:24.071,864,5,"[{'x': -4.212508493066231, 'y': 7.065462267353524, 'z': -1.5395591114626286, 'v': -0.08020254737424093}, {'x': 4.936591275686487, 'y': 2.809293895642384, 'z': 0.2633000867470834, 'v': -0.1499950989593064}, {'x': 2.9429841856941295, 'y': 4.809927670794872, 'z': 0.5510224065789209, 'v': 0.8179339088542692}, {'x': -2.4752319230321405, 'y': 7.880555002986177, 'z': -1.5429635871678995, 'v': 0.3921721897858399}, {'x': -0.5281782207997443, 'y': 6.6006900842107346, 'z': 1.7888129710990004, 'v': 0.30144118149581955}]"
2026-02-13T16:51:24.189,832,5,"[{'x': -4.76149897080014, 'y': 5.5022397147331485, 'z': 1.123632923671635, 'v': -0.7233296067785524}, {'x': -4.317874247244495, 'y': 4.288171703711131, 'z': 0.2693715754434476, 'v': 0.4159010416626723}, {'x': 4.622957011689014, 'y': 0.6467298066026295, 'z': -1.6196350191117217, 'v': -0.18534315864648465}, {'x': -3.3332797341155773, 'y': 5.405779686922742, 'z': -1.9728227659636448, 'v': 0.5291631762451192}, {'x': 3.68378682223754, 'y': 5.611239698496312, 'z': 0.4494213093151229, 'v': -0.5255891791819174}]"
2026-02-13T16:51:24.298,832,5,"[{'x': 3.074889175584378, 'y': 2.7432802000329004, 'z': -0.31804528402675425, 'v': -0.03341044793119363}, {'x': -1.2945434011975578, 'y': 6.533568740827704, 'z': 1.963303192628671, 'v': 0.4325180756206404}, {'x': -3.2619201037240164, 'y': 6.3226515230171465, 'z': 1.2841831796946854, 'v': -0.4634759207726524}, {'x': 2.0697774539949734, 'y': 0.32937888974529206, 'z': 0.7214680194409775, 'v': -0.21642704583320782}, {'x': -2.201275815982251, 'y': 0.8167728072185221, 'z': -1.5286101972535628, 'v': -0.91834135462816}]"
2026-02-13T16:51:24.405,864,5,"[{'x': -2.910866763064405, 'y': 9.296076193385993, 'z': -1.100505406836441, 'v': 0.6074471016938165}, {'x': -2.148489529673636, 'y': 7.6817929739330175, 'z': 1.5498263586249763, 'v': -0.7910453607390646}, {'x': 2.9772978930065355, 'y': 2.458323567726761, 'z': -0.0023489790954105416, 'v': -0.9629828693273728}, {'x': 1.2744983226598077, 'y': 6.069299116568791, 'z': -0.02599344250713287, 'v': 0.10173796337701568}, {'x': 4.1898311105839365, 'y': 4.1132746236522, 'z': 0.22959041235970679, 'v': -0.5570154444294289}]"
2026-02-13T16:51:24.515,864,5,"[{'x': 1.9895820677597653, 'y': 8.508021109145133, 'z': -1.565103721688987, 'v': -0.9872532977003763}, {'x': 3.9511159677679615, 'y': 1.694187778823436, 'z': 1.477558565561202, 'v': 0.5445366754710148}, {'x': -3.106418024228521, 'y': 9.919461384440105, 'z': 1.7981369397218425, 'v': 0.7291651771650229}, {'x': 4.88645069645184, 'y': 9.265147519839005, 'z': 1.033310754549674, 'v': 0.9968273243690697}, {'x': -2.4160867069135827, 'y': 8.19683033205499, 'z': -1.2105371119355333, 'v': 0.8264746648665668}]"
2026-02-13T16:51:24.624,864,5,"[{'x': -2.8828874711098376, 'y': 4.984821927184103, 'z': 1.2339051391868003, 'v': 0.08160307060922678}, {'x': 2.8131633004284993, 'y': 8.418640202858144, 'z': 0.3689747095397129, 'v': -0.38446606338965106}, {'x': 4.489213323406016, 'y': 8.216847957792275, 'z': 0.02157814089049781, 'v': 0.8878014629294408}, {'x': 2.8192338878948604, 'y': 0.6523305326037043, 'z': -1.5548399444078496, 'v': -0.4034907267122907}, {'x': 4.058907844977137, 'y': 1.7818141767518425, 'z': -1.6791558098510015, 'v': -0.04652195516853874}]"
2026-02-13T16:51:24.748,832,5,"[{'x': -1.702193527271275, 'y': 0.20929622742359544, 'z': -1.2051632907486618, 'v': 0.8014964269794056}, {'x': -4.172565794351533, 'y': 1.1524894686011111, 'z': -1.120327218185877, 'v': -0.5598675111564435}, {'x': -4.9211425725234985, 'y': 4.438900116095207, 'z': -0.9552745882540283, 'v': 0.9695866289081223}, {'x': -0.2881498619331673, 'y': 7.895849736545076, 'z': 0.4113947781842673, 'v': -0.17832564203148382}, {'x': 0.9257848679726797, 'y': 1.8523096049082122, 'z': -1.936280847080282, 'v': -0.3482786277189145}]"
2026-02-13T16:51:24.860,832,5,"[{'x': -3.709747786071087, 'y': 2.9030209289211006, 'z': 0.23052018216185255, 'v': 0.04392287979213183}, {'x': 2.461869668770574, 'y': 9.068990610392662, 'z': -0.8786042479088931, 'v': 0.6694148358452079}, {'x': -1.791939431074531, 'y': 6.063378158275693, 'z': -1.6392132347355983, 'v': -0.16355547678561067}, {'x': 4.765119979345101, 'y': 3.838620723236459, 'z': 1.7065690468385784, 'v': 0.9065023006948996}, {'x': 2.1690570181029933, 'y': 3.996494323497053, 'z': 0.2539198647065688, 'v': 0.33275990991886073}]"
2026-02-13T16:51:24.977,864,5,"[{'x': 1.7635184661182084, 'y': 4.745432927334838, 'z': 0.583001012071592, 'v': 0.7326286212106938}, {'x': -2.247938953599067, 'y': 9.864781101527079, 'z': -1.5588459662294794, 'v': 0.9310453830196259}, {'x': 2.7465703388108977, 'y': 4.065558417276711, 'z': -0.1481312277761826, 'v': 0.5058491718006466}, {'x': -2.5541334184806974, 'y': 5.277141236096713, 'z': 1.721992281353807, 'v': -0.4855952442334055}, {'x': 0.0010925212364298886, 'y': 0.6642863326653847, 'z': 1.1279872279997107, 'v': -0.9832300589700949}]"
2026-02-13T16:51:25.092,896,5,"[{'x': 1.1826996300076322, 'y': 2.5984639745027858, 'z': -0.7031689711813733, 'v': 0.819661013443375}, {'x': -1.3256312567575348, 'y': 2.988056398018829, 'z': 1.3627480102123637, 'v': -0.25456648883198674}, {'x': 4.006003674406617, 'y': 9.691494589414372, 'z': 1.3411096063275147, 'v': 0.8296135451119822}, {'x': -3.8914267120992307, 'y': 3.9189523300898954, 'z': -0.3984688503878715, 'v': 0.7729720601006429}, {'x': -4.982490837053566, 'y': 6.6623439151733885, 'z': -1.5746475602228092, 'v': 0.06787575894795528}]"
2026-02-13T16:51:25.212,832,5,"[{'x': -2.42898646985274, 'y': 8.012306121743087, 'z': -0.6508134796029932, 'v': 0.7091315847185133}, {'x': -4.512294222986921, 'y': 5.709018588384928, 'z': -0.4357711996255831, 'v': 0.32721793763120655}, {'x': -1.5764403874317336, 'y': 9.710025163137097, 'z': 1.9990576487850134, 'v': 0.2680903085997912}, {'x': -3.1777904341870187, 'y': 1.6828546996375926, 'z': 1.6629654710628836, 'v': -0.9186237100092371}, {'x': 2.2834662155671746, 'y': 3.522463642953663, 'z': -0.05682441371148084, 'v': 0.5148514395251538}]"
2026-02-13T16:51:25.322,864,5,"[{'x': 2.131212053248742, 'y': 9.20137568006579, 'z': 1.664566610581316, 'v': -0.2631444866353987}, {'x': 1.763918935602307, 'y': 3.987837740138632, 'z': 0.34925022725892374, 'v': -0.9561012565355909}, {'x': 1.9266238617688334, 'y': 4.8367209947146765, 'z': 1.715976552105913, 'v': -0.9462424875571831}, {'x': 1.8880146445749144, 'y': 6.354080716462709, 'z': 0.986859743954986, 'v': -0.3303985037416264}, {'x': -1.2086378569487053, 'y': 7.699962986403504, 'z': -0.8352598340489483, 'v': -0.27602096040644675}]"
2026-02-13T16:51:25.432,864,5,"[{'x': -3.354642638023787, 'y': 7.0354677183466965, 'z': 1.4626240233539072, 'v': 0.03335776904888732}, {'x': -0.21649975415452438, 'y': 1.9819641624492201, 'z': -0.4051206766238584, 'v': 0.13090004841059466}, {'x': -1.6416449160847337, 'y': 0.05952319762892899, 'z': 0.9072479494879562, 'v': -0.8412138269215723}, {'x': -2.5497149784875717, 'y': 3.365023341315033, 'z': -1.4830563515880084, 'v': -0.3796942690445675}, {'x': 1.4284543254556858, 'y': 2.9309827914997175, 'z': 0.7824636949226975, 'v': 0.6444964222982579}]"
2026-02-13T16:51:25.547,864,5,"[{'x': -1.2249563270559491, 'y': 8.23855897926428, 'z': 0.08731183318114111, 'v': -0.37479839812236726}, {'x': 3.167509477869494, 'y': 3.748133295278203, 'z': -1.1714881523940583, 'v': -0.5678286813519327}, {'x': 3.311481573784196, 'y': 3.0968864903268942, 'z': -0.06757112982877755, 'v': -0.3646784082641099}, {'x': 0.13398321451156914, 'y': 3.8074560389686662, 'z': -0.2682741781797753, 'v': -0.5830576044493554}, {'x': -4.703507745962866, 'y': 2.895209673543028, 'z': 1.5538841217101123, 'v': 0.7207273985031741}]"
2026-02-13T16:51:25.670,864,5,"[{'x': -4.203611374149865, 'y': 3.272860446731899, 'z': 0.4414059234116112, 'v': 0.31304862669687705}, {'x': -1.6450900239643849, 'y': 6.294626886760342, 'z': 0.913984543735006, 'v': -0.736422025084277}, {'x': 1.3757636573120626, 'y': 8.403219089947365, 'z': -0.3050388650909803, 'v': -0.7237724704619368}, {'x': -2.181044174383291, 'y': 2.4845968338579327, 'z': -1.4270601361557809, 'v': -0.04633375991721067}, {'x': -2.4646318997784187, 'y': 8.380015194792481, 'z': -1.7577584991595328, 'v': -0.6700469573362589}]"
2026-02-13T16:51:25.777,896,5,"[{'x': 1.0538612538985337, 'y': 2.3933564548989015, 'z': 1.7285948579694472, 'v': 0.10985006793747476}, {'x': 4.052038907757469, 'y': 2.8006559795686634, 'z': 0.8549611323277624, 'v': 0.40509813127695216}, {'x': -0.2832896640969773, 'y': 1.4915984955879147, 'z': -0.6729577391065211, 'v': -0.4800628403912819}, {'x': -4.033108878454121, 'y': 7.125492003052301, 'z': 0.06951662309518714, 'v': -0.9539066052107408}, {'x': -4.429769111834995, 'y': 7.206869362199969, 'z': -1.2889598366377335, 'v': 0.7742636545033135}]"
2026-02-13T16:51:25.924,928,5,"[{'x': -3.8111424765612445, 'y': 7.87412382927175, 'z': 1.6056107542693159, 'v': 0.9757364062147711}, {'x': -0.5789257708915354, 'y': 0.5229930273274963, 'z': 1.4252710931175625, 'v': -0.8123729201206162}, {'x': -3.399138160133026, 'y': 7.995935043951805, 'z': -1.7825084487499767, 'v': -0.3621430548135207}, {'x': 4.067851217867728, 'y': 4.94557677156818, 'z': 1.2140327163458413, 'v': -0.05903195927608462}, {'x': -1.5195092736379188, 'y': 9.736040025284769, 'z': -1.9220501765481082, 'v': -0.20330662072361272}]"
2026-02-13T16:51:26.037,928,5,"[{'x': -4.877551646795086, 'y': 1.6947953207461108, 'z': 1.2490980309545914, 'v': -0.8466716780770203}, {'x': 3.4710156762497917, 'y': 4.44783495024851, 'z': -0.6850305907860705, 'v': 0.1272424918199888}, {'x': 3.5050793771333435, 'y': 1.2802905373379103, 'z': 0.4922280780522059, 'v': -0.09008438988599665}, {'x': -4.683339086668496, 'y': 1.2548707897063571, 'z': -1.6510037031475489, 'v': 0.49478307326403526}, {'x': -4.001999236253088, 'y': 9.206936657225365, 'z': 1.0462904336090224, 'v': -0.37681354140802137}]"
2026-02-13T16:51:26.146,896,5,"[{'x': 1.882360168578967, 'y': 0.10286862327642754, 'z': 0.8121872372152499, 'v': -0.4940789198806361}, {'x': 4.424541779885038, 'y': 2.7648822353283364, 'z': -0.2759629456148125, 'v': 0.6211195074911104}, {'x': -3.1386172738981677, 'y': 2.337922860673057, 'z': -0.0665110970874978, 'v': -0.9663603266457026}, {'x': -1.322230584384776, 'y': 2.9919597035813306, 'z': -1.7874898578121639, 'v': -0.573503201119292}, {'x': 3.396035358436812, 'y': 1.3979194303324516, 'z': 1.011194887503902, 'v': 0.45731571511602587}]"
2026-02-13T16:51:26.269,960,5,"[{'x': 3.229253493197689, 'y': 0.7728442134405478, 'z': 1.0190825297321875, 'v': -0.8782632119353222}, {'x': 1.4549523938171713, 'y': 7.935381133826489, 'z': -0.49425874011633564, 'v': -0.4815866610384638}, {'x': -4.3773027515460825, 'y': 6.205930728235691, 'z': 0.32654875835136865, 'v': 0.8104361114172753}, {'x': 4.483290981531555, 'y': 8.338042265074638, 'z': 0.6046017911774353, 'v': -0.8967986383035151}, {'x': -4.966483328936531, 'y': 5.2377954630943115, 'z': -0.18678948090777148, 'v': -0.3047690024405316}]"
